Day,High Temperature,Low Temperature,Weather,Wind Direction,Wind Speed,Air Quality,Air Quality Info,Air Quality Level
2018-10-22,19℃,5℃,Cloudy~Sunny,Northwest Wind,1-2,176,Moderate Pollution,4
2018-10-23,19℃,4℃,Sunny,Southwest Wind,3-4,37,Excellent,1
2018-10-24,20℃,6℃,Sunny~Cloudy,South Wind,1-2,70,Good,2
2018-10-25,15℃,8℃,Cloudy,West Wind,1-2,119,Light Pollution,3
2018-10-26,14℃,3℃,Sunny,Northwest Wind,4-5,46,Excellent,1
2018-10-27,17℃,5℃,Cloudy,Southwest Wind,1-2,33,Excellent,1
2018-10-28,17℃,4℃,Cloudy~Sunny,Northwest Wind,4-5,32,Excellent,1
2018-10-29,15℃,3℃,Sunny,North Wind,3-4,22,Excellent,1
2018-10-30,16℃,1℃,Sunny,North Wind,1-2,33,Excellent,1
2018-10-31,17℃,3℃,Sunny,Southwest Wind,1-2,47,Excellent,1
2018-11-01,17℃,3℃,Sunny,South Wind,1-2,69,Good,2
2018-11-02,18℃,4℃,Sunny,South Wind,1-2,149,Light Pollution,3
2018-11-03,16℃,6℃,Cloudy,South Wind,1-2,206,Heavy Pollution,5
2018-11-04,10℃,2℃,Light rain~Cloudy,North Wind,3-4,115,Light Pollution,3
2018-11-05,10℃,2℃,Cloudy,Southwest Wind,1-2,30,Excellent,1
2018-11-06,12℃,0℃,Cloudy,North Wind,1-2,33,Excellent,1
2018-11-07,13℃,3℃,Cloudy,Southwest Wind,1-2,49,Excellent,1
2018-11-08,14℃,2℃,Cloudy,Southwest Wind,1-2,90,Good,2
2018-11-09,15℃,1℃,Sunny~Cloudy,North Wind,3-4,69,Good,2
2018-11-10,11℃,0℃,Cloudy,North Wind,1-2,35,Excellent,1
2018-11-11,13℃,1℃,Cloudy~Sunny,Southwest Wind,1-2,70,Good,2
2018-11-12,14℃,2℃,Sunny,South Wind,1-2,124,Light Pollution,3
2018-11-13,13℃,5℃,Cloudy,Southeast Wind,1-2,219,Heavy Pollution,5
2018-11-14,13℃,5℃,Cloudy,South Wind,1-2,266,Heavy Pollution,5
2018-11-15,8℃,1℃,Light rain~Cloudy,North Wind,3-4,100,Good,2
2018-11-16,8℃,-1℃,Sunny~Cloudy,North Wind,1-2,28,Excellent,1
2018-11-17,9℃,-2℃,Cloudy~Sunny,Southwest Wind,1-2,66,Good,2
2018-11-18,11℃,-3℃,Sunny,Northwest Wind,3-4,70,Good,2
2018-11-19,10℃,-2℃,Sunny~Cloudy,South Wind,1-2,78,Good,2
2018-11-20,9℃,-1℃,Cloudy,North Wind,1-2,74,Good,2
2018-11-21,9℃,-3℃,Sunny,Northwest Wind,2,43,Excellent,1
2018-11-22,8℃,-3℃,Sunny~Cloudy,Southeast Wind,1,55,Good,2
2018-11-23,7℃,0℃,Cloudy,Northeast Wind,2,93,Good,2
2018-11-24,9℃,-3℃,Sunny,Southwest Wind,1,114,Light Pollution,3
2018-11-25,10℃,-3℃,Sunny,Southeast Wind,1,120,Light Pollution,3
2018-11-26,10℃,0℃,Cloudy,Southeast Wind,1,245,Heavy Pollution,5
2018-11-27,9℃,-3℃,Sunny~Cloudy,Northwest Wind,2,198,Moderate Pollution,4
2018-11-28,8℃,-3℃,Sunny,Northeast Wind,1,115,Light Pollution,3
2018-11-29,7℃,-4℃,Sunny,Southeast Wind,1,107,Light Pollution,3
2018-11-30,8℃,-3℃,Sunny,Southeast Wind,1,123,Light Pollution,3
2018-12-01,7℃,0℃,Cloudy,Southeast Wind,1,163,Moderate Pollution,4
2018-12-02,9℃,2℃,Fog~Cloudy,Northeast Wind,1,234,Heavy Pollution,5
2018-12-03,8℃,-3℃,Cloudy~Sunny,Northeast Wind,3,198,Moderate Pollution,4
2018-12-04,4℃,-6℃,Sunny~Cloudy,Northwest Wind,2,61,Good,2
2018-12-05,1℃,-4℃,Overcast~Cloudy,Southeast Wind,1,73,Good,2
2018-12-06,-2℃,-9℃,Sunny,Northwest Wind,3,40,Excellent,1
2018-12-07,-4℃,-10℃,Sunny,Northwest Wind,3,33,Excellent,1
2018-12-08,-2℃,-10℃,Sunny~Cloudy,Northwest Wind,2,37,Excellent,1
2018-12-09,-1℃,-10℃,Cloudy~Sunny,Southeast Wind,1,62,Good,2
2018-12-10,1℃,-6℃,Cloudy,Northeast Wind,1,79,Good,2
2018-12-11,-1℃,-10℃,Sunny,Northwest Wind,3,56,Good,2
2018-12-12,1℃,-8℃,Sunny,Southwest Wind,1,50,Excellent,1
2018-12-13,3℃,-7℃,Sunny,Northwest Wind,2,42,Excellent,1
2018-12-14,4℃,-6℃,Sunny,Southeast Wind,1,68,Good,2
2018-12-15,2℃,-6℃,Haze,Southeast Wind,1,117,Light Pollution,3
2018-12-16,7℃,-4℃,Sunny,Northwest Wind,2,108,Light Pollution,3
2018-12-17,7℃,-5℃,Sunny,Northwest Wind,2,47,Excellent,1
2018-12-18,9℃,-4℃,Sunny,Northwest Wind,2,53,Good,2
2018-12-19,9℃,-5℃,Sunny~Cloudy,Northwest Wind,1,59,Good,2
2018-12-20,6℃,-4℃,Haze,Southeast Wind,1,78,Good,2
2018-12-21,10℃,-2℃,Sunny~Cloudy,Northwest Wind,1,98,Good,2
2018-12-22,8℃,-6℃,Cloudy,Northwest Wind,2,106,Light Pollution,3
2018-12-23,1℃,-9℃,Sunny,Northwest Wind,3,106,Light Pollution,3
2018-12-24,2℃,-8℃,Sunny,Southwest Wind,1,106,Light Pollution,3
2018-12-25,2℃,-9℃,Sunny,Northeast Wind,2,94,Good,2
2018-12-26,-2℃,-11℃,Sunny~Cloudy,Northeast Wind,2,26,Excellent,1
2018-12-27,-5℃,-12℃,Cloudy~Sunny,Northwest Wind,3,48,Excellent,1
2018-12-28,-3℃,-11℃,Sunny,Northwest Wind,3,40,Excellent,1
2018-12-29,-3℃,-12℃,Sunny,Northwest Wind,2,29,Excellent,1
2018-12-30,-2℃,-11℃,Sunny~Cloudy,Northeast Wind,1,31,Excellent,1
2018-12-31,-2℃,-10℃,Cloudy,Northeast Wind,1,56,Good,2
2019-01-01,1℃,-10℃,Sunny~Cloudy,Northwest Wind,1,56,Good,2
2019-01-02,1℃,-9℃,Cloudy,Northeast Wind,1,60,Good,2
2019-01-03,2℃,-7℃,Haze,Northeast Wind,1,165,Moderate Pollution,4
2019-01-04,2℃,-7℃,Sunny,Northwest Wind,2,50,Excellent,1
2019-01-05,0℃,-8℃,Cloudy,Northeast Wind,2,29,Excellent,1
2019-01-06,3℃,-7℃,Cloudy,Southeast Wind,1,84,Good,2
2019-01-07,2℃,-7℃,Cloudy,Northwest Wind,2,61,Good,2
2019-01-08,1℃,-10℃,Sunny,Northwest Wind,2,28,Excellent,1
2019-01-09,3℃,-9℃,Sunny,Southwest Wind,1,60,Good,2
2019-01-10,4℃,-7℃,Sunny~Cloudy,Southwest Wind,1,105,Light Pollution,3
2019-01-11,5℃,-7℃,Haze,Northeast Wind,1,133,Light Pollution,3
2019-01-12,6℃,-5℃,Haze,Southwest Wind,1,229,Heavy Pollution,5
2019-01-13,6℃,-7℃,Sunny,Northeast Wind,1,165,Moderate Pollution,4
2019-01-14,6℃,-8℃,Haze~Sunny,Northwest Wind,2,157,Moderate Pollution,4
2019-01-15,-2℃,-10℃,Sunny,Northwest Wind,3,53,Good,2
2019-01-16,2℃,-8℃,Sunny,Southwest Wind,1,60,Good,2
2019-01-17,5℃,-9℃,Sunny,Northwest Wind,1,66,Good,2
2019-01-18,6℃,-6℃,Haze~Cloudy,Northeast Wind,1,92,Good,2
2019-01-19,3℃,-6℃,Cloudy,Northeast Wind,2,35,Excellent,1
2019-01-20,5℃,-7℃,Sunny,Northwest Wind,2,30,Excellent,1
2019-01-21,8℃,-4℃,Sunny,Northwest Wind,2,52,Good,2
2019-01-22,10℃,-3℃,Sunny,Northwest Wind,2,60,Good,2
2019-01-23,8℃,-6℃,Sunny,Northeast Wind,2,48,Excellent,1
2019-01-24,5℃,-5℃,Cloudy,Northeast Wind,1,78,Good,2
2019-01-25,5℃,-6℃,Sunny,Northeast Wind,2,35,Excellent,1
2019-01-26,5℃,-5℃,Sunny~Cloudy,Southeast Wind,1,35,Excellent,1
2019-01-27,7℃,-4℃,Cloudy~Sunny,Northwest Wind,2,95,Good,2
2019-01-28,6℃,-4℃,Sunny~Cloudy,Northwest Wind,1,48,Excellent,1
2019-01-29,7℃,-4℃,Cloudy,Southeast Wind,1,138,Light Pollution,3
2019-01-30,5℃,-7℃,Cloudy,Northeast Wind,3,76,Good,2
2019-01-31,2℃,-8℃,Cloudy,Northwest Wind,2,25,Excellent,1
2019-02-01,6℃,-5℃,Sunny~Cloudy,Southwest Wind,1,69,Good,2
2019-02-02,3℃,-4℃,Cloudy,Northeast Wind,1,137,Light Pollution,3
2019-02-03,8℃,-7℃,Cloudy~Sunny,Northwest Wind,2,118,Light Pollution,3
2019-02-04,4℃,-6℃,Cloudy~Sunny,Northeast Wind,1,76,Good,2
2019-02-05,5℃,-5℃,Sunny~Haze,Southeast Wind,2,155,Moderate Pollution,4
2019-02-06,2℃,-7℃,Haze,Southeast Wind,2,88,Good,2
2019-02-07,-2℃,-7℃,Cloudy,Northeast Wind,3,31,Excellent,1
2019-02-08,-1℃,-7℃,Cloudy,Southwest Wind,2,42,Excellent,1
2019-02-09,0℃,-8℃,Cloudy,Northeast Wind,2,24,Excellent,1
2019-02-10,0℃,-8℃,Cloudy,Southeast Wind,1,38,Excellent,1
2019-02-11,3℃,-6℃,Cloudy,Northeast Wind,2,56,Good,2
2019-02-12,-3℃,-8℃,Light snow~Cloudy,Northeast Wind,2,47,Excellent,1
2019-02-13,1℃,-6℃,Cloudy,Northeast Wind,2,38,Excellent,1
2019-02-14,-3℃,-6℃,Light snow~Cloudy,Southeast Wind,2,71,Good,2
2019-02-15,2℃,-7℃,Sunny,Northwest Wind,3,30,Excellent,1
2019-02-16,3℃,-6℃,Sunny,Northwest Wind,2,23,Excellent,1
2019-02-17,6℃,-5℃,Sunny~Cloudy,Northwest Wind,2,25,Excellent,1
2019-02-18,4℃,-3℃,Overcast,Southeast Wind,1,42,Excellent,1
2019-02-19,7℃,-4℃,Cloudy~Sunny,Northwest Wind,2,117,Light Pollution,3
2019-02-20,9℃,-4℃,Sunny,Northwest Wind,1,50,Excellent,1
2019-02-21,11℃,-2℃,Sunny~Cloudy,Southeast Wind,1,119,Light Pollution,3
2019-02-22,11℃,-2℃,Haze,Northeast Wind,1,131,Light Pollution,3
2019-02-23,12℃,-2℃,Haze,Southwest Wind,1,163,Moderate Pollution,4
2019-02-24,13℃,-1℃,Sunny~Cloudy,Northeast Wind,2,112,Light Pollution,3
2019-02-25,10℃,-2℃,Cloudy,Southeast Wind,1,73,Good,2
2019-02-26,10℃,-2℃,Cloudy,Southeast Wind,2,71,Good,2
2019-02-27,12℃,-2℃,Sunny,Southeast Wind,1,117,Light Pollution,3
2019-02-28,14℃,-1℃,Sunny,Northwest Wind,1,101,Light Pollution,3
2019-03-01,15℃,1℃,Sunny~Cloudy,Northeast Wind,1,152,Moderate Pollution,4
2019-03-02,15℃,3℃,Haze,Southwest Wind,2,232,Heavy Pollution,5
2019-03-03,15℃,2℃,Haze,Southwest Wind,1,207,Heavy Pollution,5
2019-03-04,16℃,2℃,Cloudy,Northeast Wind,1,138,Light Pollution,3
2019-03-05,17℃,4℃,Cloudy~Sunny,Northwest Wind,3,129,Light Pollution,3
2019-03-06,11℃,-2℃,Sunny,Northwest Wind,3,27,Excellent,1
2019-03-07,13℃,-1℃,Sunny,Southwest Wind,2,36,Excellent,1
2019-03-08,13℃,3℃,Cloudy,Southwest Wind,2,82,Good,2
2019-03-09,12℃,2℃,Overcast~Cloudy,Northeast Wind,2,109,Light Pollution,3
2019-03-10,13℃,2℃,Light rain~Cloudy,Northeast Wind,2,141,Light Pollution,3
2019-03-11,16℃,1℃,Sunny,Northwest Wind,3,54,Good,2
2019-03-12,12℃,1℃,Sunny,Northwest Wind,3,29,Excellent,1
2019-03-13,16℃,2℃,Cloudy,Northwest Wind,2,31,Excellent,1
2019-03-14,15℃,4℃,Cloudy,Northwest Wind,3,34,Excellent,1
2019-03-15,13℃,0℃,Cloudy,Northwest Wind,3,45,Excellent,1
2019-03-16,19℃,2℃,Sunny,Northwest Wind,2,55,Good,2
2019-03-17,20℃,4℃,Sunny,Southwest Wind,2,74,Good,2
2019-03-18,21℃,6℃,Cloudy~Sunny,Southeast Wind,1,126,Light Pollution,3
2019-03-19,25℃,11℃,Cloudy,Southwest Wind,2,172,Moderate Pollution,4
2019-03-20,17℃,6℃,Light rain,Southwest Wind,2,96,Good,2
2019-03-21,13℃,0℃,Sunny,Northwest Wind,4,31,Excellent,1
2019-03-22,15℃,3℃,Sunny,Northwest Wind,3,32,Excellent,1
2019-03-23,12℃,2℃,Sunny,Northwest Wind,3,34,Excellent,1
2019-03-24,19℃,4℃,Sunny,Southwest Wind,2,69,Good,2
2019-03-25,22℃,5℃,Sunny,Northwest Wind,2,55,Good,2
2019-03-26,19℃,4℃,Sunny,Northeast Wind,2,81,Good,2
2019-03-27,21℃,4℃,Cloudy,Northeast Wind,2,104,Light Pollution,3
2019-03-28,11℃,2℃,Cloudy,Southeast Wind,3,61,Good,2
2019-03-29,13℃,4℃,Cloudy~Sunny,Northwest Wind,3,76,Good,2
2019-03-30,13℃,1℃,Sunny,Northwest Wind,4,27,Excellent,1
2019-03-31,16℃,2℃,Cloudy~Sunny,Northwest Wind,2,32,Excellent,1
2019-04-01,16℃,4℃,Sunny,Southeast Wind,2,37,Excellent,1
2019-04-02,19℃,3℃,Sunny,Southeast Wind,2,56,Good,2
2019-04-03,21℃,6℃,Sunny,Southwest Wind,2,78,Good,2
2019-04-04,28℃,9℃,Cloudy,Northwest Wind,3,105,Light Pollution,3
2019-04-05,21℃,8℃,Sunny~Cloudy,Southeast Wind,3,203,Heavy Pollution,5
2019-04-06,20℃,6℃,Cloudy,Northeast Wind,2,135,Light Pollution,3
2019-04-07,19℃,7℃,Cloudy,Southeast Wind,2,78,Good,2
2019-04-08,17℃,4℃,Cloudy~Light rain,Southeast Wind,2,64,Good,2
2019-04-09,9℃,2℃,Light rain~Cloudy,Northeast Wind,2,39,Excellent,1
2019-04-10,18℃,9℃,Cloudy,Northwest Wind,2,41,Excellent,1
2019-04-11,19℃,6℃,Cloudy,Southwest Wind,2,66,Good,2
2019-04-12,22℃,9℃,Cloudy,Southwest Wind,3,82,Good,2
2019-04-13,23℃,7℃,Cloudy,Northeast Wind,2,120,Light Pollution,3
2019-04-14,23℃,8℃,Sunny,Southwest Wind,3,54,Good,2
2019-04-15,26℃,11℃,Cloudy,Southwest Wind,2,76,Good,2
2019-04-16,26℃,12℃,Sunny,Southeast Wind,2,98,Good,2
2019-04-17,28℃,16℃,Haze~Cloudy,Southwest Wind,3,138,Light Pollution,3
2019-04-18,24℃,10℃,Cloudy,Northeast Wind,3,121,Light Pollution,3
2019-04-19,17℃,10℃,Cloudy~Light rain,Southeast Wind,2,62,Good,2
2019-04-20,15℃,8℃,Light rain~Cloudy,Southeast Wind,1,55,Good,2
2019-04-21,22℃,8℃,Sunny,Southeast Wind,2,112,Light Pollution,3
2019-04-22,26℃,15℃,Sunny~Cloudy,Southwest Wind,2,129,Light Pollution,3
2019-04-23,28℃,15℃,Cloudy,Southeast Wind,2,128,Light Pollution,3
2019-04-24,19℃,9℃,Light rain,Northeast Wind,3,63,Good,2
2019-04-25,18℃,8℃,Cloudy,Northeast Wind,2,29,Excellent,1
2019-04-26,21℃,10℃,Sunny~Cloudy,Southwest Wind,2,35,Excellent,1
2019-04-27,16℃,6℃,Light rain~Cloudy,Southwest Wind,3,57,Good,2
2019-04-28,19℃,9℃,Cloudy,Southwest Wind,2,58,Good,2
2019-04-29,23℃,13℃,Cloudy,Southwest Wind,2,113,Light Pollution,3
2019-04-30,24℃,13℃,Cloudy,Northwest Wind,3,94,Good,2
2019-05-01,27℃,10℃,Sunny,Northwest Wind,2,39,Excellent,1
2019-05-02,29℃,14℃,Sunny~Cloudy,Southwest Wind,2,54,Good,2
2019-05-03,28℃,16℃,Cloudy,Southwest Wind,2,79,Good,2
2019-05-04,26℃,15℃,Overcast~Light rain,Southwest Wind,2,80,Good,2
2019-05-05,23℃,10℃,Cloudy~Sunny,Northeast Wind,4,50,Excellent,1
2019-05-06,25℃,10℃,Sunny,Northwest Wind,2,39,Excellent,1
2019-05-07,28℃,14℃,Sunny~Cloudy,Southwest Wind,2,50,Excellent,1
2019-05-08,25℃,13℃,Cloudy~Sunny,Southwest Wind,2,70,Good,2
2019-05-09,30℃,14℃,Sunny,Northwest Wind,2,64,Good,2
2019-05-10,30℃,14℃,Cloudy,Southeast Wind,2,87,Good,2
2019-05-11,29℃,14℃,Cloudy,Southeast Wind,2,104,Light Pollution,3
2019-05-12,26℃,12℃,Thundershower-Sunny,Northwest Wind,2,161,Moderate Pollution,4
2019-05-13,26℃,12℃,Sunny,Southwest Wind,3,58,Good,2
2019-05-14,30℃,16℃,Cloudy,Southeast Wind,2,85,Good,2
2019-05-15,28℃,16℃,Thundershower~Cloudy,Southwest Wind,2,133,Light Pollution,3
2019-05-16,32℃,17℃,Sunny,Southeast Wind,2,105,Light Pollution,3
2019-05-17,33℃,20℃,Cloudy~Overcast,Southeast Wind,2,118,Light Pollution,3
2019-05-18,29℃,18℃,Overcast~Light rain,Southeast Wind,2,56,Good,2
2019-05-19,28℃,13℃,Cloudy~Sunny,Northwest Wind,4,62,Good,2
2019-05-20,26℃,13℃,Sunny,Northwest Wind,4,45,Excellent,1
2019-05-21,31℃,14℃,Sunny,Northwest Wind,2,40,Excellent,1
2019-05-22,35℃,18℃,Sunny,Northwest Wind,2,54,Good,2
2019-05-23,37℃,21℃,Sunny,Southeast Wind,2,85,Good,2
2019-05-24,35℃,21℃,Cloudy,Southwest Wind,3,88,Good,2
2019-05-25,35℃,20℃,Cloudy~Thundershower,Southeast Wind,2,99,Good,2
2019-05-26,24℃,17℃,Moderate rain~Cloudy,Northeast Wind,3,59,Good,2
2019-05-27,29℃,15℃,Sunny,Northwest Wind,3,30,Excellent,1
2019-05-28,32℃,17℃,Sunny,Northwest Wind,2,39,Excellent,1
2019-05-29,33℃,22℃,Sunny~Cloudy,Southeast Wind,2,63,Good,2
2019-05-30,30℃,15℃,Cloudy~Sunny,Northwest Wind,3,52,Good,2
2019-05-31,30℃,19℃,Sunny~Cloudy,Northwest Wind,2,34,Excellent,1
2019-06-01,30℃,18℃,Thundershower~Cloudy,Southeast Wind,2,66,Good,2
2019-06-02,32℃,19℃,Cloudy,Southeast Wind,2,75,Good,2
2019-06-03,34℃,20℃,Cloudy,North Wind,2,62,Good,2
2019-06-04,28℃,19℃,Thundershower~Light rain,Southeast Wind,2,82,Good,2
2019-06-05,31℃,19℃,Cloudy~Light rain,Southeast Wind,2,69,Good,2
2019-06-06,26℃,18℃,Light rain~Cloudy,Southeast Wind,2,70,Good,2
2019-06-07,31℃,21℃,Cloudy~Thundershower,Southwest Wind,2,82,Good,2
2019-06-08,34℃,20℃,Cloudy~Sunny,Northwest Wind,2,65,Good,2
2019-06-09,31℃,18℃,Cloudy~Sunny,Northeast Wind,3,28,Excellent,1
2019-06-10,33℃,18℃,Sunny,Northeast Wind,2,61,Good,2
2019-06-11,32℃,20℃,Sunny~Cloudy,Southeast Wind,2,75,Good,2
2019-06-12,33℃,22℃,Cloudy~Thundershower,Southeast Wind,2,69,Good,2
2019-06-13,29℃,20℃,Thundershower-Sunny,Northeast Wind,2,58,Good,2
2019-06-14,35℃,20℃,Sunny,Northeast Wind,2,59,Good,2
2019-06-15,32℃,19℃,Cloudy~Thundershower,Southeast Wind,2,56,Good,2
2019-06-16,25℃,18℃,Thundershower~Cloudy,Southeast Wind,2,38,Excellent,1
2019-06-17,29℃,20℃,Cloudy,Southwest Wind,2,72,Good,2
2019-06-18,33℃,22℃,Thundershower,Southwest Wind,2,104,Light Pollution,3
2019-06-19,33℃,22℃,Cloudy,Southeast Wind,2,105,Light Pollution,3
2019-06-20,36℃,23℃,Cloudy~Sunny,Southeast Wind,2,103,Light Pollution,3
2019-06-21,32℃,21℃,Cloudy,Southeast Wind,2,85,Good,2
2019-06-22,34℃,22℃,Sunny,Southwest Wind,2,59,Good,2
2019-06-23,35℃,23℃,Sunny~Cloudy,Southeast Wind,2,93,Good,2
2019-06-24,36℃,24℃,Cloudy,Southeast Wind,2,86,Good,2
2019-06-25,36℃,24℃,Cloudy,Southeast Wind,2,98,Good,2
2019-06-26,35℃,22℃,Cloudy,Southeast Wind,2,90,Good,2
2019-06-27,33℃,23℃,Cloudy~Thundershower,Northwest Wind,2,87,Good,2
2019-06-28,32℃,22℃,Cloudy,Southwest Wind,3,56,Good,2
2019-06-29,35℃,23℃,Cloudy,Northwest Wind,3,40,Excellent,1
2019-06-30,32℃,21℃,Sunny,Northwest Wind,3,27,Excellent,1
2019-07-01,35℃,23℃,Sunny~Cloudy,Northeast Wind,1,36,Excellent,1
2019-07-02,35℃,23℃,Cloudy~Sunny,Southeast Wind,2,64,Good,2
2019-07-03,36℃,24℃,Sunny,Southeast Wind,1,56,Good,2
2019-07-04,38℃,25℃,Sunny~Cloudy,Southwest Wind,2,89,Good,2
2019-07-05,33℃,22℃,Thundershower,Northeast Wind,2,53,Good,2
2019-07-06,26℃,21℃,Thundershower~Moderate rain,Northeast Wind,3,23,Excellent,1
2019-07-07,28℃,20℃,Light rain~Cloudy,Northeast Wind,3,28,Excellent,1
2019-07-08,30℃,22℃,Cloudy,Southeast Wind,2,33,Excellent,1
2019-07-09,29℃,21℃,Thundershower~Moderate rain,Southeast Wind,2,47,Excellent,1
2019-07-10,28℃,19℃,Thundershower~Cloudy,Northeast Wind,2,66,Good,2
2019-07-11,29℃,21℃,Cloudy,Southeast Wind,2,51,Good,2
2019-07-12,33℃,22℃,Cloudy~Sunny,Southwest Wind,1,62,Good,2
2019-07-13,33℃,23℃,Thundershower~Cloudy,Northeast Wind,1,86,Good,2
2019-07-14,33℃,23℃,Thundershower~Cloudy,Southeast Wind,2,49,Excellent,1
2019-07-15,35℃,24℃,Sunny~Cloudy,Southeast Wind,2,94,Good,2
2019-07-16,33℃,24℃,Cloudy~Thundershower,Southeast Wind,2,64,Good,2
2019-07-17,30℃,23℃,Thundershower,Southeast Wind,2,67,Good,2
2019-07-18,32℃,24℃,Overcast~Cloudy,Southeast Wind,2,89,Good,2
2019-07-19,33℃,25℃,Cloudy~Thundershower,Southeast Wind,2,81,Good,2
2019-07-20,30℃,24℃,Thundershower~Cloudy,Southeast Wind,2,80,Good,2
2019-07-21,36℃,27℃,Sunny~Cloudy,Southwest Wind,2,102,Light Pollution,3
2019-07-22,35℃,25℃,Cloudy~Moderate rain,Southwest Wind,2,106,Light Pollution,3
2019-07-23,34℃,25℃,Sunny,Southwest Wind,2,58,Good,2
2019-07-24,36℃,27℃,Cloudy~Thundershower,Southwest Wind,2,64,Good,2
2019-07-25,35℃,26℃,Cloudy~Sunny,Southwest Wind,2,66,Good,2
2019-07-26,37℃,27℃,Sunny,Southwest Wind,2,73,Good,2
2019-07-27,36℃,27℃,Cloudy,Southeast Wind,2,133,Light Pollution,3
2019-07-28,35℃,26℃,Cloudy~Thundershower,Southeast Wind,2,77,Good,2
2019-07-29,29℃,23℃,Moderate rain~Cloudy,Northeast Wind,2,30,Excellent,1
2019-07-30,34℃,24℃,Cloudy~Sunny,Southwest Wind,2,54,Good,2
2019-07-31,35℃,24℃,Sunny~Cloudy,Northeast Wind,2,62,Good,2
2019-08-01,32℃,24℃,Moderate rain~Thundershower,Southeast Wind,2,74,Good,2
2019-08-02,30℃,24℃,Thundershower~Light rain,Southeast Wind,2,53,Good,2
2019-08-03,31℃,24℃,Overcast,Southeast Wind,2,62,Good,2
2019-08-04,29℃,23℃,Thundershower,Southeast Wind,1,54,Good,2
2019-08-05,28℃,24℃,Moderate rain~Thundershower,Southeast Wind,2,48,Excellent,1
2019-08-06,30℃,24℃,Thundershower,Southeast Wind,2,61,Good,2
2019-08-07,29℃,23℃,Thundershower,Southeast Wind,2,39,Excellent,1
2019-08-08,32℃,25℃,Cloudy~Thundershower,Southeast Wind,2,53,Good,2
2019-08-09,30℃,23℃,Thundershower~Moderate rain,Southwest Wind,2,65,Good,2
2019-08-10,29℃,23℃,Thundershower,Southeast Wind,2,32,Excellent,1
2019-08-11,28℃,24℃,Moderate rain~Light Rain,Northeast Wind,2,30,Excellent,1
2019-08-12,30℃,23℃,Moderate rain~Light Rain,Northeast Wind,3,22,Excellent,1
2019-08-13,31℃,22℃,Overcast~Cloudy,Northwest Wind,2,20,Excellent,1
2019-08-14,32℃,21℃,Cloudy~Sunny,Southeast Wind,2,32,Excellent,1
2019-08-15,32℃,22℃,Thundershower~Moderate rain,Southwest Wind,2,49,Excellent,1
2019-08-16,31℃,22℃,Sunny,Northwest Wind,3,27,Excellent,1
2019-08-17,31℃,19℃,Sunny,Northwest Wind,3,26,Excellent,1
2019-08-18,31℃,21℃,Sunny,Southwest Wind,2,42,Excellent,1
2019-08-19,31℃,22℃,Cloudy,Southwest Wind,2,75,Good,2
2019-08-20,27℃,19℃,Light rain~Cloudy,Southeast Wind,2,71,Good,2
2019-08-21,31℃,21℃,Sunny,Northwest Wind,2,46,Excellent,1
2019-08-22,32℃,20℃,Sunny~Cloudy,Northwest Wind,2,34,Excellent,1
2019-08-23,30℃,19℃,Cloudy,Northwest Wind,2,33,Excellent,1
2019-08-24,30℃,18℃,Sunny,Southwest Wind,2,50,Excellent,1
2019-08-25,30℃,20℃,Sunny~Cloudy,Southwest Wind,2,53,Good,2
2019-08-26,29℃,19℃,Cloudy,Southwest Wind,2,94,Good,2
2019-08-27,33℃,20℃,Sunny,Northwest Wind,2,58,Good,2
2019-08-28,31℃,20℃,Cloudy~Sunny,Northwest Wind,3,26,Excellent,1
2019-08-29,30℃,20℃,Cloudy~Sunny,Northwest Wind,3,21,Excellent,1
2019-08-30,30℃,18℃,Sunny,Northwest Wind,2,25,Excellent,1
2019-08-31,32℃,18℃,Sunny,Southeast Wind,2,42,Excellent,1
2019-09-01,33℃,19℃,Cloudy~Sunny,Southwest Wind,2,56,Good,2
2019-09-02,34℃,20℃,Sunny,South Wind,2,67,Good,2
2019-09-03,33℃,20℃,Sunny,Southeast Wind,2,88,Good,2
2019-09-04,32℃,19℃,Sunny,Southeast Wind,2,91,Good,2
2019-09-05,33℃,20℃,Sunny,Southeast Wind,2,82,Good,2
2019-09-06,33℃,20℃,Sunny,Southeast Wind,1,86,Good,2
2019-09-07,34℃,21℃,Sunny,Southwest Wind,2,90,Good,2
2019-09-08,35℃,22℃,Sunny~Cloudy,Northeast Wind,2,71,Good,2
2019-09-09,32℃,21℃,Light rain,Northeast Wind,2,97,Good,2
2019-09-10,25℃,18℃,Light rain~overcast,Northeast Wind,2,22,Excellent,1
2019-09-11,24℃,18℃,Cloudy,Southwest Wind,2,26,Excellent,1
2019-09-12,25℃,18℃,Overcast~Moderate rain,Southwest Wind,2,31,Excellent,1
2019-09-13,26℃,18℃,Light rain~Cloudy,Northwest Wind,2,42,Excellent,1
2019-09-14,29℃,17℃,Sunny~Cloudy,Southwest Wind,2,29,Excellent,1
2019-09-15,28℃,17℃,Cloudy,Southwest Wind,2,51,Good,2
2019-09-16,26℃,17℃,Cloudy,Southeast Wind,2,43,Excellent,1
2019-09-17,28℃,16℃,Cloudy~Sunny,Southwest Wind,2,55,Good,2
2019-09-18,24℃,14℃,Sunny~Cloudy,Southeast Wind,2,26,Excellent,1
2019-09-19,25℃,16℃,Cloudy~Overcast,Southwest Wind,1,56,Good,2
2019-09-20,27℃,16℃,Cloudy,Northwest Wind,1,61,Good,2
